7,29,69
93,2,84
4,41,67
63,85,98
35,52,77
7,67,44
26,57,99
92,29,99
43,16,60
68,71,55
40,48,90
87,96,62
54,23,96
15,82,48
56,18,51
50,51,99
85,93,90
45,33,64
56,15,54
76,48,57
17,22,50
68,62,80
34,68,94
94,75,66
78,6,59
3,73,66
10,69,65
85,54,100
65,9,73
10,28,46
60,32,97
81,21,60
22,44,57
23,1,96
8,16,98
100,88,73
13,61,75
48,88,71
13,22,87
47,94,98
41,97,68
51,4,56
82,84,42
13,21,78
56,78,89
13,75,53
98,74,74
87,56,59
5,1,60
27,6,75
42,81,59
15,72,43
91,10,71
28,69,54
16,49,88
60,100,100
32,73,84
77,53,52
29,8,69
16,97,74
90,64,85
41,70,74
12,53,74
93,66,59
96,47,89
85,27,47
77,52,75
67,87,47
25,30,96
36,83,92
92,65,69
17,95,47
22,80,86
81,99,74
15,51,85
67,61,67
20,70,58
81,56,85
99,10,50
42,84,54
6,88,44
52,19,82
4,92,50
25,76,44
68,69,66
34,79,51
85,42,53
96,72,77
1,85,47
56,1,92
12,19,87
100,43,75
71,93,50
84,44,60
94,42,55
3,74,84
44,26,87
88,60,74
37,91,65
92,99,55
66,70,47
83,31,54
85,84,86
4,50,54
69,84,96
41,23,47
59,91,62
65,26,68
29,22,88
78,38,53
33,66,93
82,21,90
23,22,44
49,92,67
34,8,95
10,97,68
21,26,67
71,7,71
58,86,70
51,19,66
95,26,65
12,65,52
78,9,99
4,4,95
90,74,65
61,42,87
93,82,57
67,29,82
43,90,53
91,28,72
64,3,57
87,32,86
34,41,68
61,8,68
12,5,66
70,25,84
18,44,82
29,15,89
68,63,90
86,56,64
70,51,43
10,41,51
33,9,100
27,51,100
34,61,48
79,86,46
70,9,93
30,82,64
73,37,45
96,86,46
3,81,69
88,99,62
96,63,93
2,28,79
91,67,76
22,73,81
54,58,81
9,58,98
50,40,62
63,40,96
69,73,84
75,73,78
28,54,95
78,62,47
16,41,72
34,23,76
77,42,53
23,39,85
31,77,61
77,4,48
37,4,75
2,49,70
89,50,81
23,88,66
97,55,53
23,38,92
20,23,94
91,51,47
64,34,80
44,25,82
77,40,47
30,82,83
90,71,93
92,24,54
83,2,75
10,10,82
25,57,91
60,15,69
64,50,98
15,80,91
80,5,44
44,66,95
53,2,52
85,34,85
50,61,85
44,31,91
55,51,80
7,72,91
42,14,89
95,10,59
48,88,87
31,90,93
93,79,44
77,70,72
8,79,54
26,9,90
88,23,61
29,64,48
24,11,99
82,88,93
93,55,94
11,91,88
89,27,69
55,70,64
95,38,84
52,63,60
30,48,42
33,90,75
14,2,48
99,26,98
76,87,54
96,10,57
66,95,60
19,3,63
54,18,84
19,86,98
63,10,55
45,69,85
85,45,79
23,97,93
5,54,99
76,94,62
23,99,65
80,36,54
98,94,48
24,31,71
55,51,52
59,28,74
65,8,78
62,67,86
3,76,76
32,97,57
79,78,89
12,99,99
30,15,62
100,61,94
45,77,84
3,32,65
77,61,67
87,35,93
38,46,71
61,70,71
87,58,70
85,74,73
19,85,56
56,8,97
74,2,58
37,27,42
18,97,64
3,68,60
40,41,60
99,58,52
62,55,80
71,50,79
45,46,60
90,55,47
90,35,73
55,25,54
40,10,94
43,99,65
21,67,78
9,26,59
93,30,77
64,20,51
68,30,66
99,71,54
25,93,46
94,47,84
32,68,81
23,79,76
93,19,83
46,73,44
32,4,57
55,9,74
30,37,73
98,96,49
74,71,98
65,74,96
46,29,54
14,81,49
20,88,94
21,24,99
50,24,95
53,30,76
23,19,79
100,75,83
63,20,76
23,70,92
32,14,86
92,100,63
89,63,72
34,88,51
11,78,57
100,37,76
45,73,51
9,19,74
21,80,43
16,90,82
67,74,44
100,35,51
82,82,55
34,36,91
10,61,75
68,18,79
1,5,90
29,54,47
6,1,44
98,7,77
98,93,98
20,71,98
39,63,84
79,92,94
88,79,79
96,53,56
81,83,48
70,27,63
63,8,84
18,97,73
84,33,56
57,27,52
19,77,46
25,59,47
36,96,93
73,91,92
16,32,55
54,58,61
69,99,48
28,57,79
24,76,60
27,76,52
67,81,78
93,70,100
5,10,99
42,95,99
82,85,42
31,38,82
11,24,52
81,39,78
10,60,63
92,10,77
80,49,100
77,53,61
54,52,42
77,39,44
41,5,72
98,91,88
31,7,64
62,85,83
16,82,81
66,1,94
21,9,74
92,7,73
2,49,63
56,15,48
59,17,86
6,55,77
89,2,71
87,29,57
82,72,60
84,78,48
51,88,93
15,35,46
68,67,63
69,15,95
74,94,96
78,5,98
36,32,56
96,46,78
33,31,86
12,17,80
13,59,100
24,75,62
62,100,61
15,42,89
90,78,91
43,14,71
10,74,82
31,43,55
8,82,62
20,59,58
32,44,82
37,17,44
56,47,59
71,23,81
26,38,51
82,93,84
24,41,50
22,28,100
33,30,88
69,41,82
100,23,45
60,34,68
74,34,64
5,7,79
85,55,57
38,13,72
90,94,82
80,4,96
1,55,84
88,24,62
14,41,69
14,2,51
98,31,57
62,62,43
21,29,53
13,77,90
89,39,48
41,68,42
34,94,93
2,19,77
51,99,65
34,94,57
55,25,58
79,81,61
24,72,84
5,57,75
15,85,88
21,35,55
31,3,48
37,36,74
25,55,100
55,15,60
43,93,50
100,4,42
100,48,59
26,47,52
45,17,98
72,21,89
76,99,91
66,51,85
37,47,86
14,61,76
77,66,76
48,18,67
39,44,89
42,15,49
76,25,78
31,12,44
17,9,57
11,37,87
58,4,57
45,26,56
80,26,63
37,32,61
86,31,97
50,49,79
81,94,77
78,79,88
22,7,99
83,9,48
99,43,66
18,88,72
100,26,44
10,84,46
72,84,53
24,23,46
56,80,80
69,22,75
96,49,46
72,90,48
32,81,52
58,13,88
84,35,56
44,54,86
40,33,78
35,52,43
76,37,92
54,91,83
94,28,44
39,84,77
40,93,94
45,33,43
19,91,51
57,16,100
72,24,88
99,26,50
52,26,47
79,56,96
3,7,66
41,33,44
45,35,58
86,25,58
19,41,100
24,49,57
38,87,95
55,68,92
4,30,75
98,29,60
11,55,62
33,82,49
77,75,82
83,36,97
95,13,66
54,34,50
96,43,65
50,63,45
90,42,82
62,28,80
79,25,64
37,21,48
30,47,96
96,53,76
8,54,89
49,46,71
62,49,73
13,96,75
13,12,94
50,7,54
20,82,89
90,28,67
93,13,76
79,76,68
51,85,50
12,76,95
44,55,68
50,52,72
32,67,79
18,72,72
69,96,45
26,25,79
61,69,56
16,24,85
21,80,77
59,72,68
22,37,75
68,27,68
67,65,47
12,41,60
26,91,99
61,99,85
59,68,97
60,56,67
25,46,66
77,42,51
50,45,68
43,36,57
26,63,62
76,66,79
27,13,68
93,36,65
82,83,44
30,33,52
61,11,47
54,73,66
7,69,87
37,3,55
18,64,68
2,12,46
67,51,61
30,60,81
59,1,76
100,44,89
4,2,50
46,21,94
75,1,64
32,2,48
91,17,60
78,27,55
53,3,54
60,76,56
82,49,76
6,79,60
92,74,99
97,20,79
20,93,47
65,67,47
83,89,43
88,59,87
93,44,64
62,9,46
64,4,54
58,20,75
92,6,76
56,43,75
94,74,51
26,32,75
58,77,95
49,86,47
39,2,50
7,22,60
78,71,99
56,39,94
85,54,91
74,63,42
29,92,87
13,13,82
79,3,55
49,53,80
12,72,78
27,48,73
14,75,98
82,79,51
23,71,92
95,73,91
48,10,95
56,47,86
61,40,45
55,3,78
64,41,56
71,63,69
21,41,69
24,35,99
61,36,99
95,4,54
90,20,65
35,81,100
38,40,82
49,38,58
88,48,99
67,66,71
4,49,67
94,87,99
63,14,68
12,48,58
5,82,44
81,21,42
68,38,92
74,96,51
10,30,43
95,39,61
59,9,90
65,37,64
34,52,89
95,61,62
76,29,83
62,74,84
25,7,75
21,62,84
58,90,62
81,57,60
49,98,65
24,67,43
65,77,91
42,61,85
33,78,61
88,35,43
70,51,99
65,93,96
96,34,97
99,14,58
91,82,96
37,66,70
64,78,73
13,57,72
4,85,87
67,25,48
58,36,45
28,42,99
88,100,67
97,59,97
79,55,77
13,37,46
57,12,56
38,73,47
21,98,71
10,59,91
4,87,95
15,85,82
50,91,86
96,64,42
1,49,74
62,97,60
64,53,65
77,98,51
79,92,60
94,73,81
28,66,71
22,50,48
51,31,80
66,31,100
72,11,81
10,65,83
65,87,85
17,30,47
63,4,78
44,89,99
33,92,66
91,96,50
66,78,90
76,4,73
68,37,70
38,98,72
54,84,85
63,77,98
36,99,89
43,92,87
91,70,46
6,25,62
8,8,100
28,52,89
30,35,85
59,79,62
47,74,59
89,61,50
64,47,95
32,100,78
42,52,64
33,94,45
50,14,71
18,52,89
36,49,42
8,94,82
18,61,73
16,52,66
90,46,43
79,92,45
53,86,78
78,7,57
87,32,60
36,2,93
16,94,50
51,29,78
90,41,60
71,30,86
80,66,85
19,20,77
45,7,75
68,9,84
66,79,91
55,96,71
6,67,87
91,69,51
99,53,54
77,75,65
66,61,91
25,17,84
64,5,73
39,11,70
85,59,64
48,13,78
62,76,66
24,27,66
2,28,100
99,64,90
57,71,90
41,37,55
54,97,59
39,83,82
10,17,80
74,11,100
91,81,59
83,64,99
35,74,47
63,7,69
1,52,51
17,79,97
94,42,70
2,87,48
16,72,50
25,77,84
70,86,59
25,78,63
68,98,65
26,75,47
49,44,73
46,90,90
91,40,81
67,16,77
41,99,82
58,44,48
1,68,76
51,30,63
52,100,78
14,55,45
61,24,52
55,75,75
88,78,68
89,23,54
76,9,66
47,96,48
80,58,78
10,37,80
53,77,55
29,5,68
81,23,99
39,54,87
42,85,95
69,90,72
81,49,65
13,61,64
10,68,53
97,76,75
26,75,64
45,68,84
96,61,74
19,32,92
66,19,67
17,69,43
92,47,75
96,21,54
74,22,87
61,43,77
75,49,65
8,96,46
26,60,55
77,11,55
74,33,84
73,63,49
75,3,61
19,21,76
20,16,79
66,71,54
60,43,85
72,27,47
89,37,45
66,99,56
17,74,75
11,33,89
57,11,49
67,70,73
3,76,78
38,6,45
59,59,52
12,50,62
87,95,65
91,21,52
58,17,66
77,76,60
52,44,84
46,1,66
4,24,48
65,67,52
93,98,92
57,54,93
5,52,54
21,21,62
59,71,100
7,15,65
73,46,61
82,3,98
1,67,88
11,95,46
10,25,99
98,98,83
50,60,60
54,4,84
31,6,93
76,24,100
63,3,61
22,36,58
65,98,43
83,65,89
19,76,49
19,62,94
71,47,82
48,35,97
87,39,73
98,17,83
74,91,76
14,21,63
81,64,60
44,79,48
60,39,90
46,6,72
4,2,86
54,36,71
53,95,89
42,7,80
63,30,66
60,75,76
35,18,81
58,45,96
16,81,43
88,5,46
26,26,45
52,56,99
21,16,67
35,23,96
16,3,80
60,39,85
78,24,83
2,89,63
94,65,68
77,45,84
79,49,76
51,11,49
4,32,46
7,79,63
40,62,75
100,86,67
39,14,75
100,32,55
39,88,85
37,55,81
3,24,49
4,54,55
43,21,44
37,39,85
88,7,67
51,5,96
43,24,79
4,71,51
64,52,90
30,36,71
56,31,94
28,84,53
34,30,73
82,16,80
59,80,60
85,53,45
87,29,48
9,5,78
15,82,77
3,61,89
99,17,56
2,70,61
64,6,72
80,67,47
15,81,100
87,91,61
75,57,46
29,45,44
19,16,98
56,29,48
73,56,46
9,86,54
24,85,82
45,74,65
59,61,65
19,17,46
68,13,68
73,100,48
100,12,57
6,81,46
35,8,84
17,23,50
95,14,47
75,73,75
12,63,88
40,57,52
95,22,58
20,86,61
39,21,78
98,39,68
70,100,63
31,64,48
82,47,89
11,35,53
21,43,57
37,63,62
38,69,59
37,16,61
60,50,79
22,83,71
26,79,66
82,36,100
83,48,51
45,27,89
23,69,93
19,70,78
37,75,47
85,93,45
16,68,59
56,90,46
36,33,95
13,9,69
93,85,44
4,81,85
6,25,95
72,82,42
94,45,49
75,50,79
27,36,100
35,81,42
66,96,88
86,50,44
2,20,49
10,90,59
11,45,73
8,13,97
42,57,56
83,17,56
35,34,94
24,24,60
18,23,79
13,45,68
56,38,96
7,50,53
31,18,68
27,18,42
4,49,74
7,27,97
27,93,45
99,67,47
40,3,63
39,2,52
70,75,80
61,5,84
9,74,71
78,32,95
85,26,52
39,83,55
100,99,82
48,53,64
8,98,67
56,24,95
10,79,47
62,100,65
34,60,51
91,91,48
41,96,87
59,38,97
35,79,95
84,79,56
78,86,66
93,49,47
65,85,58
87,74,72
36,93,55
16,22,97
48,52,83
6,48,86
52,83,42
41,49,74
29,17,61
32,1,49
56,90,51
76,74,48
76,27,50
8,81,75
33,99,58
39,77,81
72,57,86
92,5,93
50,68,50
2,63,64
25,2,81
81,96,75
91,11,98
49,95,71
95,85,94
96,13,95
39,7,66
17,69,91
45,9,52
4,92,67
74,9,78
39,49,84
58,34,65
51,79,91
34,48,100
13,94,86
4,7,81
94,98,69
74,81,44
51,94,61
100,12,56
57,97,46
2,99,90
96,47,71
95,95,79
99,57,91
96,53,58
44,95,88
37,25,92
58,93,52
78,55,54
20,88,75
1,94,97
41,19,64
17,45,91
76,3,66
82,91,94
20,77,80
39,16,73
30,63,51
93,6,88
5,74,47
54,76,80
89,31,71
51,16,50
2,80,70
34,93,72
52,9,47
48,58,59
37,57,67
10,10,89
52,21,93
50,18,76
62,13,95
8,7,79
61,51,68
56,38,56
32,4,65
88,68,45
29,81,57
89,38,89
28,50,96
3,92,54
33,51,89
59,81,89
80,39,98
76,45,78
33,97,95
98,15,68
93,65,91
28,62,62
1,89,69
66,3,90
53,99,99
4,19,72
59,42,70
4,16,96
8,68,77
92,9,82
85,88,89
66,29,72
2,73,98
35,6,67
99,57,70
9,54,81
25,54,50
85,88,68
27,58,62
11,61,59
56,11,96
38,70,68
30,28,58
81,77,65
9,71,62
39,11,71
12,8,48
83,84,77
10,77,51
3,73,44
8,57,80
46,56,81
12,80,65
88,35,72
95,70,100
18,3,83
66,73,76
25,48,65
32,76,60
77,38,63
61,12,42
9,82,80
25,63,60
56,99,46
76,34,91
40,30,57
73,21,60
46,62,73
68,69,81
92,2,47
26,42,62
49,20,53
14,28,63
95,84,54
53,36,98
68,62,44
35,16,45
58,31,84
4,80,100
51,48,67
36,84,46
86,73,75
100,53,64
16,72,94
12,25,63
57,27,64
73,25,99
81,23,65
39,66,71
49,81,74
37,69,56
41,5,78
54,54,75
91,93,78
2,12,59
8,43,86
83,17,78
96,55,66
44,44,52
67,93,89
10,77,46
9,57,91
89,52,42
4,77,69
73,81,55
93,78,60
63,17,84
88,34,87
99,95,73
56,33,63
66,46,44
61,92,43
61,97,58
78,23,54
62,37,66
29,51,49
54,84,92
36,21,92
71,54,47
98,69,92
84,35,85
2,27,77
36,71,63
34,59,63
78,33,82
86,72,54
41,30,49
7,70,55
37,3,91
22,25,43
75,17,42
72,48,94
65,85,87
68,91,82
92,31,76
58,9,48
23,45,46
58,92,65
85,48,66
6,53,96
57,12,79
94,64,66
33,80,89
66,63,43
52,61,79
16,9,75
95,81,42
77,42,71
41,17,47
68,18,51
84,42,63
11,98,74
79,37,77
73,63,77
77,95,74
45,67,63
95,64,80
43,57,91
35,24,73
46,74,77
43,5,48
71,36,95
53,72,66
93,95,87
89,79,73
66,19,49
30,95,97
92,31,58
86,49,56
40,65,73
84,79,77
74,82,79
48,77,61
21,6,91
92,18,63
11,36,74
5,34,51
44,71,60
1,23,82
6,76,60
84,84,72
84,22,53
36,23,76
8,25,60
69,84,47
35,5,99
40,64,55
20,67,69
95,100,60
33,54,94
62,33,46
88,51,57
1,49,72
53,55,70
66,66,54
75,71,88
91,17,93
41,20,75
44,87,60
78,13,91
95,8,48
35,17,95
80,7,83
66,4,59
97,97,52
73,81,60
46,64,52
72,88,97
62,93,82
49,13,66
22,18,74
36,97,72
61,81,68
90,83,73
77,68,91
84,80,66
20,85,55
23,89,83
57,17,43
68,70,79
90,89,73
95,10,98
81,35,63
67,20,88
11,44,96
29,59,96
80,42,54
21,99,95
38,57,84
36,25,94
39,8,77
97,39,68
19,43,80
89,92,46
79,36,68
5,20,47
56,62,45
98,89,57
78,96,87
5,24,91
32,4,46
61,53,63
23,1,42
77,80,70
57,44,81
35,10,48
35,2,78
27,4,81
47,15,66
13,64,56
20,89,66
32,46,91
40,82,70
62,81,70
53,80,75
74,18,43
21,36,60
37,96,59
50,55,53
33,11,86
76,32,80
4,98,99
92,100,55
23,77,96
73,10,88
69,13,62
75,91,88
74,65,48
56,75,69
56,42,67
22,26,45
11,31,100
26,46,99
76,90,77
3,21,71
18,95,90
15,18,96
99,41,50
16,50,88
70,29,74
72,63,44
93,46,92
90,1,48
48,73,71
62,61,61
50,43,43
73,31,62
53,46,47
97,84,84
50,76,100
31,23,54
15,7,70
62,27,98
15,8,77
28,86,96
43,86,51
38,100,97
81,39,52
9,50,82
1,69,63
38,63,90
11,12,84
78,100,82
57,71,59
53,11,52
21,8,48
100,26,92
39,35,97
39,51,57
99,16,54
21,79,52
87,66,77
26,56,85
90,70,54
50,91,63
49,59,91
59,42,78
6,14,78
58,68,81
38,31,74
84,50,69
65,8,51
77,98,86
80,53,75
72,75,77
28,94,46
71,99,45
73,90,51
49,61,65
67,82,95
59,64,96
43,86,56
30,78,62
92,30,62
76,91,80
5,19,86
47,39,82
38,25,59
71,66,49
55,8,94
44,61,68
64,48,90
67,62,71
90,7,58
92,63,92
11,1,77
90,5,72
50,40,76
93,12,81
72,33,52
44,82,91
96,23,59
19,1,43
53,34,62
50,35,77
30,89,78
67,91,95
10,5,88
29,77,78
73,49,53
13,43,85
40,84,84
23,29,64
56,39,49
94,19,83
1,30,59
31,76,96
54,42,46
39,59,89
24,97,56
2,27,88
81,95,85
60,1,52
100,1,91
76,38,52
70,33,47
39,62,100
26,18,55
46,18,84
42,44,43
86,10,48
99,50,51
30,51,45
37,73,61
27,62,66
67,36,79
12,95,54
29,92,96
90,15,42
26,8,73
20,98,59
49,41,92
53,50,54
18,57,65
82,95,74
43,16,72
98,75,83
90,90,88
94,77,63
79,100,89
55,60,45
9,99,74
98,46,90
11,33,92
91,59,77
44,13,85
61,18,80
25,91,64
47,50,59
72,92,91
5,37,42
77,14,58
84,32,85
38,83,83
12,63,80
72,79,46
34,84,99
14,46,100
85,74,50
80,49,95
4,92,59
36,51,98
43,42,58
33,67,82
14,32,54
20,1,66
34,68,42
45,38,54
19,82,92
12,55,66
82,89,58
90,96,84
100,93,79
95,61,61
83,86,78
89,6,56
36,77,57
32,24,69
18,87,56
21,41,62
33,61,43
19,19,82
76,56,92
38,16,69
100,45,74
1,69,89
6,64,72
54,97,56
50,76,79
16,63,69
16,92,86
87,38,79
43,66,55
38,12,82
51,43,83
88,13,46
7,27,51
97,92,94
73,42,91
19,17,65
29,79,80
26,89,84
95,21,58
71,74,81
15,90,84
63,63,89
4,5,62
53,100,91
16,15,83
59,85,95
43,75,97
60,46,95
52,15,87
22,42,83
50,73,49
89,32,100
69,32,62
43,94,83
22,51,74
17,33,59
42,10,84
11,39,73
98,24,63
95,4,67
55,65,43
98,94,68
21,36,63
23,20,96
56,100,47
45,20,51
100,80,44
46,68,50
58,55,49
43,82,43
44,54,74
66,3,85
32,93,86
61,1,53
54,30,50
55,82,78
1,80,93
18,12,87
68,64,100
28,61,42
56,78,78
91,80,43
83,82,76
64,27,78
68,33,75
25,18,85
61,29,89
18,35,56
44,16,88
11,33,58
80,42,75
39,49,76
53,40,91
74,84,52
86,8,58
13,34,89
95,51,62
8,41,69
41,1,72
18,95,75
92,6,92
35,42,46
50,2,69
73,56,74
64,93,79
95,13,49
10,3,43
12,50,44
73,84,58
17,74,64
60,72,47
35,80,86
17,25,73
100,83,100
16,97,89
38,89,59
70,58,74
87,91,94
34,81,72
4,10,53
41,60,61
94,12,53
19,54,96
71,40,77
95,58,100
73,12,97
27,43,76
18,2,83
76,92,57
98,67,70
99,77,94
77,61,84
42,24,87
4,27,76
60,24,76
17,1,49
87,44,99
85,94,95
89,15,48
55,86,57
1,29,81
61,100,65
55,44,64
13,58,62
33,45,48
66,35,94
11,26,54
33,17,100
35,58,75
26,60,66
8,23,73
100,12,92
78,39,70
25,13,65
96,95,61
86,13,54
67,87,60
60,93,63
80,39,60
10,83,60
31,12,54
82,70,71
43,23,80
22,34,50
98,99,86
29,70,98
91,88,90
70,98,82
93,70,76
85,42,59
58,99,98
27,6,43
78,90,43
51,41,51
83,100,55
4,55,68
8,24,60
10,81,56
31,13,95
20,57,82
63,68,72
80,48,86
57,72,59
76,53,66
20,62,84
70,43,99
26,65,93
11,4,69
5,87,58
99,67,83
32,97,97
91,3,72
3,15,54
4,25,42
36,51,46
90,78,72
42,94,49
58,39,47
66,52,88
95,38,48
76,12,53
59,63,45
21,6,74
66,23,53
56,16,73
84,65,71
20,67,93
1,85,52
27,81,79
98,10,82
63,15,58
54,85,62
29,9,59
12,40,100
97,66,73
21,13,45
52,38,61
72,35,50
59,65,50
63,26,47
51,77,51
64,50,68
70,13,100
90,47,70
21,11,43
38,56,66
98,89,51
41,53,66
37,37,82
50,4,93
50,88,52
39,79,83
30,42,98
25,11,57
28,45,89
13,38,67
10,95,67
32,70,55
60,37,78
37,18,44
19,28,83
80,15,82
96,30,62
68,20,81
86,35,72
100,15,58
69,18,84
5,97,74
19,67,54
57,66,42
23,81,91
69,85,80
46,93,88
70,90,84
96,48,92
100,51,85
83,94,51
2,20,57
11,1,57
6,77,85
24,87,91
57,90,82
69,39,68
62,79,54
70,77,100
38,36,63
70,1,98
99,28,49
76,85,72
32,48,69
13,80,56
